text,label
"May kunting yupi lang dahil manipis. Anyway, it really fits in my single burner. Thanks again.",1
Akala ko makapal yung tela pero manipis pero baka bumili ulit ako maganda ren ang pagka baston niya,1
"Pangalawang araw ko pa gumamit, pero mula kahapon nkita ko effective nmn sya buong mag hapon d ako nag bibihis dahil dati bilis ako mag palit ng damit kc subra baskil ako sana ito na ung products na hiyang underarm ko. take not baskil lang kilikili ko wala po syang amoy need ko lng gumamit kc lagi syang umoulankahit bagong ligo. ngaun medyo okay okay na. sana tuloyan ng mag lisan ang masamang panahon ng Kili² ko araw²",1
"Okay sya walang sira, hindi naman ganon ka lakas pero okay na since nakuha ko lang sya for 39 pesos dalawa na. may mga freebies pa.",1
"4 star lang kase ang nipis nung bubble wrap sa speaker lukot lukot pa yung box tapos bawal pumili sana po next time pwede na pumili ng color, Pero okay naman yung product walang issue yun nga lang bawal pumili ng color na gusto",1
Mdyo manipis pla sya. pero ok nman ung size nadissapoint lng aq konti kc ung una kung naorder maganda pati ung tela.,1
well packed as you can see. kaya safe na safe ang tv. kumpleto lahat ng inclusions at working well. mabait din si seller. medyo natagalan lang sa shipping process pero okay na din dahil okay naman ang parcel,1
Thank seller. legit po ang cellphone. salamat ng marami,1
"Ayon ok nmn ung box, maganda may light for selfie, diko lng nagustohan subrang hirap ilagay ung cellphone tapos kalawangin ung torniyo",0
Ang Ganda po ng item at Subrang cute nya what you see is what you get,0
Not working ang item. D muna cheneck bgo iship. tried ta return sana ng response nmn c seller pro no action taken. nkakadismaya. png bday gift q sana sa anak q. not recommended this shop. sayang ang pera pg ng order kau d2.,0
La wenta ung fan maganda pa ung maliit na rechargeable fan ito usb n nga wla pang hangin kahit konti sad sad d magagamit pang emergency sasaksak ko sana sa powerbank pag nagbrownout ehhh,0
"Pinahirapan nio pa ko, kulang na lang mawasak dahil hindi mabukasan, yun pala wala sa align yung filter kaya sabit sa loob. Check check din pag may time",0
Putang ina bulok speaker nyo kahit icharge na lahat lahat lowbat parin nakaka dismaya e balik nyo na lang pera ko,0
"Yung gamit na bakal pra maiayos ang kurdon, naiwan mismo sa pants",1
ngetpa late! ngetpa late! ngetpa late! ngetpa late! ngetpa late! ngetpa late! ngetpa late! ngetpa late! ngetpa late!,0
Hindi maganda. Panget yung quality. Kaya kung gusto nyo ng maganda doon kayo sa mahal.,0
Kung may 0 star yun nalang ehhhh napakisip ng hipakan di mahipak kagigil,0
May dumi ung item di natanggal khit labahan puti pa nmn,1
Bakit naman po ganon yong singil saakin 179 ehhh yong balan 130 lang,0
"thanks shoppe seller at kuya raider, safe at good lahat ng order ko, medyo matagal lang dumating, dun ata natagalan sa mga hub2x na yan more or less ok pa din at salamat dumating, more blessings sa shop nyo po",1
gumagana yung cable kahit luma na yung adaptor ko. Thanks seller,1
Ok. naman pero sana nilagay naman sa cartoon yng product para d masyadong natupi yng sapatos,0
Hindi binigay yung kulay na gusto ko nakaka dissappoint pwede magbtanong kung kukunin or hindi eh,0
"Correct size kaso as you can see sa pics may mga part sa shoes na sablay. mas maganda un nauna order ko sa ibang shop na shoes. saka un shoe laces is maiksi sya. disappointed,",0
Madali lang kalawangin yung pang lock kahapon ko na receive pagkabukas kinalawang napawisan lang. sayang pera ko,0
"mabilis uminit, mabilis malobat, mabagal mag charge",0
Manipis talaga sya bagay lng sya sa mga petite girls unlike my sister 5' 2 height nya,0
"Honest review OK nman packaging ng item, correct color, OK nman ang sound for the price nya kaso hindi sya magamit pag hndi naka plug Yung charger kahit iwan ng 1hour walang pumapasok sa battery and mahal ng delivery fee for defective item hindi ko na check agad yung battery at may tunog na dilikado",0
Ok sana tong product na to. Imagine ang dami Order pero minsan di nawawala na dadayain ka. Walang Laman yung Isang Shade na Inorder ko Bakit Naman ganun? akala Ko makatipid ako sa 169 kasi nga 99pesos Each sya. Pero parang Nalugi pa ako kasi wala laman yung Isa. Sa susunod bago kayo mag pack ng Item,0
"dark gray inorder q red ang binigay pero bbm parin sa 2022,",0
basura ang product. sa 6 piraso ni isa walang umilaw walanghiya wag na kayo bibili jan magsisisi lang kayo,0
"Hi, Ka- TM! Gumagamit ka ngayon ng internet. Dahil hindi ka naka- register sa internet promo, mag- a- apply ang regular browsing rate. Para malaman ang browsing rate, dial 143# Mobile Internet Promos Regular Browsing Rates or text SWITCH STATUS to 8080. I- activate ang SurfAlert para hindi magulat s",1
Tagal dumating parang galing zchezen. Pangit pagkakalagay ng patches mabilis matatanggal to sure,0
Sobrang bagal magcharge tsaka 10% lang nadagdag sa phone ko lowbat na agad. Hindi pa nagiinform si seller na iibahin nya yung color ng inorder ko sobrang nakaka disappointed.,0
"Thank you seller maganda ang quality, walang damage",1
"Okay naman po. Sakto lang Yung lakas nya. Kaso di sya pede na di nakacharge pag pinatugtog, lowbat agad. Pero okay lang naman sya for me. Thanks sa nagdeliver. Keep safe po palagi sa lahat",1
"Thank you, maayos syang dumating walang sira except yung box nya Pero keribels lang Salamat Sa uulitin",1
mali ang 1 item na pinadala green po na transparent hindi pastel lahat,1
Large order ko pero dumating same lang sya ng medium size masikip sa asawa ko kaya ako na gumagamit,0
"ginamit ko muna siya for one week before rating. very mild cleanser, hindi siya mabula, pero hindi siya masakit sa mata haha; medj nakaka- bright din ng face di ko sure about sa moderating ng oiliness pero nagamit me ng oil as makeup remover at natatangal niya naman kalahati na siya sa akin after 1 week ຶຶ day and night ang gamit) and medj di siya puno nung binili but considering the price. 4/ 5 lang kasi medj di mahigpit yung takip niya huhu",1
"30 ang size ko, pero ang laki sakin huhuhu at di fit yung pants na to maluwag sa paa ko para akong ano tignan HAHAHAHA",1
Irrefund ko sna to kso ppunta kapa ng j& t para mag paship. sa layo ng j& t sa area nmin npaka hassel plus may 2 bata pako alaga! Pnalitan ko/ bumili ako ng bagong hdmi cable pra lng mgamit un items nla. pnaka mataas na gb pnili ko pero hindi mo madownloadan kusa nag rreboot un items need mpa fan. init ng,0
i love it! napaka bilis i ship. from packaging to the product itself. ang ganda ganda i hope na hiyang sakin lahat ng products na to para naman maka help din sa environment natin I' ll order again sa shop na to.,1
Thanks seller kaso di sya magamit sa mainit madali naman lumamig pero okay lang cute naMan pwd din sya baonan ng tubig. na amlamig,1
"I ordered large and sobrang liit niya parang pang kiddie parang small na ang size, may sira pa sa tahi so disappointing waste of money will not order again.",0
Ang ALAM Kung na order ko is Yung small. pero Ito dumating. Mas bet ko Sana Yung maliit Lang. Pero not complaining Kasi Ito ang dumating. sana Lang talaga gumana.,1
opo maganda sya wag na kayong mag alinlangang bumili HAHAHA,1
"Talagang nakabalot sya ng bubble wrap, secure na secure tapos nung nicheck ko naman yung laman, wala naman siyang leak so goods sya for me tapos talagang effective sya for hyperhydrosis at nakuha ko sya ng may discount because of 11. 11 sale so yoooon",1
Ibang kulay binigay. Black order ko pero blue binigay.,0
"Nakakadismaya, Bago qoh buksan kala qoh d connect yong hawakan ng buksan kasi magkahilway sya pero nong buksan qoh putol pala hawakan",0
Sayang lng ang pera n pinambili 3 hrs icharge tpos dp makapuno ng isang cp lobat n agad,0
Excellent packaging po. Naka packed po yung phone sa isang matibay na karton at may free pa na speaker. Legit po. Hindi po ako nagsisi na bumili dito sa shop na ito. Salamat OPPO,1
katulad kong simpleng reseller napakalaking bagay sakin yung maliit na halaga! yung pinadala nyo saking damage hindi manlang nyo pinalitan sa kakarampot na kikitain ko nilugi nyo pa sakin sana maging masaya kayo sa buhay nyo,0
Iba ang kulay na dumating. Baka naduling ang seller. Wag na po sana maulit sa iba.,0
Ok naman siya pero bat ganun wala manlang dinikit na fragile,1
"Thank you seller! received 1 box of Knorr Chicken Broth Cubes 12 pcs inside) medyo matagal lang shipping kya ngyn lang dumating, tagal tumambay s SOC3 Hub ng mga parcels ko lagi nlang dun n stuck- up mga orders/ items nmin! ang bagal dun, s ibang hub, d nman!",1
Na dis appoint ako dahil Mali yong dumating Wala pang mic,0
Arrived earlier than the expected date. Safely packed with no damage. Kaso yung issue is yung blue maliit sa husband ko pero pareparehas nmn na xl yung inorder ko. So please before ipacked make sure sana na kung ano yung size na naorder yun din sana yung maipapacked.,1
"Maganda naman po kaya lang yun screw sa part ng lalagyan ng drinks kahit anong screwdriver po gamitin umiikot lang but it wont come off hehe. Although hindi big deal, mas okay sana kung maikabit yun part na yon. Aside from that, all good naman siya.",1
"yung tuwang tuwa ka dahil nka flash sale ung bet mo na item saknila so place order agad, tpos nung pag check mo. to receive na den after ilang oras nka cancelled by shopee na no ngyari? biglang bawi? wag naman sa ganun kasi upon checking ang dami pang stock nyan, nkakasama lng ng loob!",0
Manipis lang pala maliit din Hindi n q bibili sa shop na toh.,0
Kasya sa 67kilos 33 waistline 5' height. Sana white Po dumating pra di nkakadissapoint Ng konti,1
"ano ba to. kulang ng isang product yung binili ko? well, k naman ang quality ng ibng products kaso kulang. binawasan p talaga ng isa jusko",0
"over all poor services! ina ka seller 2 items yung order ko 1 lang dumating. So sad sa shop mo sana malugi ka na, kasi di naman makatao yang service mo. Hindi kapa nagrereply napaka laki mong Scammer!",0
Ilang beses kame nag counter ng seller inexplain ko ng maayos pero masyadong matigas kokote nya.,0
Ok naman yung speaker. Malakas tsaka maganda ang tunog lalo na kapag sa music lang. Okay din naman ang mic kaso masyadong ma- echo lang kaya nagtutunog delayed ang boses.,1
Dito na ko bibili ng pencil for my son palagi. Mura lang and maganda naman sumulat. Damihan ko pa sa susunod dahil lagi naman nauubos lapis ng anak ko sa achool,1
SIRA YUNG ITEM D NG RERESPOND C SELLER! NKAKAINIS BINAYARAN MO TPOS D I REREFUND,0
Apaka basag at di gumagana Yung mic Sayang sa pera to. Parang lata pag nag papatugtog eh,0
"Okay sana yung car mismo. Super tagal malowbat. Kaso sira ang remote. Kinausap ko yung seller. Wala daw sila spare. Wala din daw refund para dun. Kung meron sana di makakapaghanap ng mag aayos. Syempre may bayad magpaayos ng sirang gamit diba? Nakakadisappoint lang, nagbayad ka ng buo, tapos isesend sayo may sira.",0
Kulang ng isa yung order ko kinontact ko yung seller walang man lang respond,0
sa S& R n lang kayo bili mas mahusay serbisyo di gaya nito mga di mabenta pinapadala mabaho scent,0
Diko pa na tatry sana effective kaya 2 na binili ko mabilis din ang deliver mas nauna pa sa order kong isa,1
Tnx seller ok lahang nang order ko gumagana at kompleto di ko LNG n pic,1
Hindi po magamit ng anak ko sirapo ung usb na binigay. sayang lang po ung perang pinambili ko,0
"Hindi ko na napicturan, pero di ko lang talaga ngustuhan. sobrang nipis lang pala niya. it' s my fault din kasi diko nabasa lahat ng description. kaya 5starts padin. di ko lang talaga bet yung stick",1
What you see is what you get. Medyo natagalan lang ang delivery pero sulit naman. Thanks. Green palang ang nagagamit ko,1
"Super cute 3"" thankyou pwde na kame magkantahan kahit saan malakas pa ang speaker.",1
Okay naman yung seller. sobrang bagal lang ng Standard Express magdeliver. Ilang beses nag delivery attempt. tapos sasabihin na wala daw sa bahay ang receiver. di naman ako umalis kahit minsan. wag kayo mag standard express,0
"Total of 350pcs, yung iba sira pero okay na din. Thankyou",1
hindi lumalabas ang gel kahit pinaikot ikot mo na. kaya di magamit.,0
Maam gud eve po bkit ganun po un pod nya? Ndi po nksagad un pods sa devices ang hirap po ksi mkahigop ng maayus. Naghhabol ako sa paghigop eh. Tgnan nyu po un dlawa un red po nksagad un pods nya un black nmn po ndi may awang po ng konti. Konti lng nahhgop ko.,1
Hindi ko nagustohan plastik pla ito kya pla mura lang,0
Ganda ng mga damit. Good quality and maganda ang tela. Kasya sya sa anak ko. I will order again sa shop na to kasi ganda ng quality ng tela nila. My susuotin na anak ko sa party nila. Thank you seller. God bless your shop.,1
"Sira binigay nyo, wag na kayo bumili dito sira mga gamit na binibenta nila",0
Good quality nag send Mona si seller Ng pic Ng mga items Bago nya ship gaganda nagustohan Ng boyfriend q para sa Bago nyang upahan,1
"Poor packaging talaga ang shop na to. Ang cord ng powebank, yupi. Hindi na magagamit. Buti kinuha pa rin ng buyer. Ang tripod walang box. Sa picture nila may box eh. Hayst! Nakaka disappoint. Nag remark na ako na lagyan bubbnle wrap ng maayos pero wala pa din. Will not order again.",0
Nag cute nya at malakas pa yung tunog maganda din yung mic,1
WAG NA WAG NA KAYONG BIBILI DITO MADAMI PANG IBANG SHOP DYAN HINDI PA NAG REREPLY WAG KAYONG UMORDER DITO KUNG AYAW NYO MASIRA YUNG ARAW NYO WALANG PANG REFUND DAMING HASSLE NAGBAYAD NAMAN NG WALANG KA HASSLE HASSLE,0
Ok naman quality ng item. Medyo matagal lang delivery.,1
Oks naman and walang damage hopefully tumagal yung mouse kahit papano Expect niyo na yung cursor maybe delayed or medjo may vibration),1
Natanggap ko ng maayos ans well pack siya kaya di man siya nasira. Kailangan ng battery so di pa namin nasisindian bukas nalang thank you!,1
Pag nag order ka dapat 100 sure autoship kasi sila wala pang 5mins ng chineck out ko nagrequest ako ng cancel pero ayaw pumayag ng seller okey naman sira nga lng yung karton tapos may yupi ung usb nya,0
"Pwede na sa presyo nya. Jusko pinilit ko na lang magkasya sakin. Sa mga katulad kong medium to large frame wag na tayong umasa na kasya satin ung mga gantong crop top, kahit anong gawin natin lalabas ang kaluluwa natin dito hahahahaha",1
Goods naman. Kaso ung isang headset di gumagana ung Volume.,1
"Ang ganda po at my tester pa, at higit sa lahat nakakaganda xa hehe kahit pango parang hnd halata. Tnx seller satisfied buyer here. God bless",1
Not really satisfied with it. Tinry ko i- flat ng ilang araw baka kako nalukot lang during delivery pero lukot padin sya at ayaw mag flat.,0
pwd na to pang bahay. mura at magnda na. Mejo manipis ang tela pero saktuhan n. din sa presyo dahil mura lng din naman.,1
"Seller is not responsive, kahit makailang message ka pa hindi ka nya papansinin. Mura sana kaso napakatagal naman dumating.",0
Maraming kulang excited pa naman ako sa parcel ko nag chat ako sa seller walang respond,0
Not working. Mabilis masira. Yung isang item not working talaga. We waited a day or two para macharge pero still hindi talaga nagwork. Then yung isa naman 1 week lang tinagal nasira din.,0
"So far, d nasayang ang pera na ibinayad for this product. very smooth gamitin, light weight. sana magtagal. may kasama din connector para sa pag charge. maghapon q n ginamit at d namn nalobat. thankz seller. kudos.",1
Red pala siya akala ko Coral. Tasted bitter and sweet. Tignan ko kung tatagal.,1
Pink yung order ko pero blue yung dumating. Pero oks na din cute naman and working,1
Honest reveiw ang tagal dumating and hindi maayos ang pagka balot tapos lukot lukot yung charger parang basta basta lang nilagay ng walang pakealam and the worst thing is hindi siya gumagana. kaya sa mga bibili palang much better na wag na maiinis lang kayo.,0
I got this for the 4th time. But mali Po yong binigay nio kaysa sa inorder ko Po. Pero okay lng,0
"Sobrang nkka nkkainis, Kung ano ang kelangan ko, un ang wla. kompleto bayad ko, kulang item n dumating, napakalaki pa Ng plastic ito Lang ang laman.",0
mapapaorder ka talaga sa sobrang ganda at quality niya,1
ambigat nung lamesa nahirapan ako buhatin but i rlly love how it looks i just dont like that its a little wobbly so its fine i recommend bilhin mo na deserve mo yan oo nasa huli pa naman ang pagsisisi charot lng di ka magsisi pag binili moto BILHIN MO NA PARA MAY AESTHETIC TABLE KA NANETO video is not related only photo),1
Maliit sya parang Hindi 24 inches at Sira Yong plug nya ayon ayaw mag switch on,0
"Parang luma may stain p. try ko lng tlga bumile. Chinat ko pa si seller na paki pack ng maayos, sira yung window slide, and di sya legit guys it just like a small fan, para lumamig lng dapat may ice. I leaved it for 1 hr still it just like a normal fan the worst is may leakage sya. poor quality",0
"Super amazed after receiving my Watch BLACK COLOR napaka angas, Everything is working fine Complete Accessories, At Yung Box Unlike what I saw from the reviews Mas Maganda Box nila ngayon, Mabigat din yung watch At Anlakas maka pang Payaman looks RATING IS 1000/ 100 THANKYOU Wisdoit",1
"Ok naman sya. Ung quality ng sound is sakto lang, di pangit pero di din ganun kaganda. Nareach naman nya expectations ko. Pwede ng pansamantagal",1
"i kind of don' t like it at first kasi crooked siya or assimetrical lang face ko? was planning to return it pero hassle na. magian siya tho i don' t know if it' s a bad or good quality, hindi ko din gusto pag iffold na kasi hindi smooth and parang marupok. feeling ko parang masisira agad. yung pagka photocromic niya is hindi black talaga na parang shades. i say parang semi lang pagka dilim. it' s kind cute on me ig.",1
Nice ang ganda sakto ang sukat at maganda kasi adjustable. hhappy na at may peace of mind na ko nde na makakapasok s garden mga fur babies thank u seller,1
So disapponted maganda sana kaya lng wrong size. Size 45 order ko pero 46 ang binigay. Panggift ko pa nman un. masyadong malaki ung shoes. Magmumkang mcdo ung magsusuot. Di ko tuloy maireregalo un. Sayang pera ko.,0
Nakaka desmaya ung seller na to sana hnd mangyare sa iba,1
Hindi siya anti radiation. Walang naka include na blue light sa package ko,0
Sira yung isa. Kakahiya dun sa may ari pinaorder lang saken yun. Masalimuot magbalik need pa ng kung ano ano,0
Not recommend this shop sobrang tupi tupi pag dating kaya wag na mag order,0
Sos bkit gnito iyong crap nya Ang pangit iba Ang nsa picture,0
Maganda naman. Di ko lang alam pano isusuksok yung kutson sa loob ng bedsheet. Masyadong maliit yung bunganga ng zipper,1
Parang gamit na kasi madumi puro gas gas tas may kalawang na yung turnilyo. Ang pangit tuloy ilagay sa lamesa,0
Maganda naman po yung mic lang medyo parang kulob na nasa cr pero maganda naman boses ko kaya okay lang HAHAHAHAHA malakas yung speaker maganda fin naman ang tunog. mabilis ang shipping at mabilis ang delivery. Thankyouu seller,1
Masarap namn yung cheese bar kaso maliit size akala ko medyo malaki. Pero sulit na yung bayad dahil nakafree shipping.,1
Budol. sobrang layo sa picture sa personal ibang iba lalo yung tela. Grabe sobrang disappointed kmi buti nlang tlga isa lang nabili ko dhil alanganin Ako sa seller kung ito b tlga yung na orderan namin dati.,0
ok naman po. maganda sya. kumpleto namn po ang parts.,1
Maganda! Mukhang sosyal sa kusina. Nakailang order nako dito kaya naman gusto ko mga products nila. Mabigat din yung mga pots at cute ng kulay at handle. Sana lang tumagal para marami pa kmi pagsamahan. Natagalan lang dumating this time pero sulit sa paghihintay,1
Sira! Pilay! Di nag lolock yung last leg so di stable at babagsak lang yung gadget. Sayang lang bili ko. Di magamit as tall stand. Although super bilis ng delivery as in next day delivery.,0
Okay naman yung blender kaso di nya masyadong nacucut ung repolyo as ive tried. Good for making puree ni baby pero ung mga soft veggies lng din at fruits. Busy yata c seller kaya di magrereply nung nagfollow up ako ng shipping,1
Di ko nq sya na pic pero kompleto order ko at maayos na dumating. Thanks seller,1
Worth the wait sana 2 na binili ko hahaha medj matagal ang shipping kasi galing sa china pero keri langgg! Thank you seller!,1
diko bet o. two. o smudge proof pero di water proof agad din natatanggal pero ok lang nag try lang nmn ako,1
Ang tagal tagal Kong hnintay tpos Mali Pala Yung ideliver Npakatagal pag mag response Ng seller,0
Nag loading yung spotify ko pagka change ko ng storage path tsaka nung pagka insert ko sa sd card,0
"Yung mga nakikita nyo sa tiktok about this product is true, mas na eextend ng ayos dito yung eyelashes ko instead of the usual curler. Ang problem ko lang sa product nila ay yung packaging, dumating sakin n pisa pisa yung box since malambot lang sya, pero good condition p din ang curler.",1
Ang bilis malowbat hayyysss Mag hapun Ng nka charge 25 Padin sayang pera,0
"Maganda pagkabalot mg package ko. Nakatape yung bibig nitong sabon, buti na lang di naula. Will buy again next time, sana magsale hehe. Thank you very much.",1
"ang ganda huhu napaka safe din ng packaging po nakabubble wrap pa cuteee magugustuhan to ng laloves ko hihi, phot for purpose only diko na napicturan e",1
Damage ang item kakadeliver lang nii kuya rider at inopen ko agad Hindii maganda tastas ang tahi Sana inayos nyo man lang,0
2x ako nag message Kay seller lagi automatic reply Lang. Ni hndi man Lang binasa msg ko kasi Kung binasa nya hindi Sana MALI ang ide deliver nya. 8 holes ang inorder ko pero 5 holes dumating. Kya nga may chat box pra sa mga concerns ng customer Diba. First time ko nadismaya sa inorder ko sa shopee.,0
Bakit blue. eh black order ko ok din Wala Naman Kung magagawa dito na Ummm,0
All working! Mabilis shipping. Sobrang lakas ng online selling ko dahil dto. Salamat seller,1
Great product Sa courier sana naman wag lang na iisang tao ang magdadala ng ref. 1k ang bayad ng delivery. Kakaloka kawawa mga tauhan nyo. Magdadala ng ref tapos d maayos. Mabait namna si kuyamg delivery pero wala kasama kaya mag eefort kpa na magbubuhat din.,0
maganda na rin naman kaso yung white ay hindi kasya yung strap di ko sya ma ilagay nung una kaya ang ginawa ko ay bina wasan ko ng kaunti para magkasya ini blade ko yung part na hindi kasya,1
Antagal madeliver tapos hindi pa kompleto yong item na natanggap ko. Nakakadisappoint lang.,0
Sobrang nkakadisapoint. D k sya mgamit d kp nkkbit s ipod classic sira n agd ung cable. syang lng ang pg purchase,0
peke ung mga item nila ndi totoong 512 ung sd card. wag kayong bibili neto. sayang pera nyo,0
"Maganda ang product, test ko lang po, ayos po 5star. thank you shoppee",1
"Super Ganda po Nung item nagustuhan ko po. for sure order ulit ako tatlo sana kinuha ko sayang. affordable kasi at super cute. aira lang ung box pero ok Naman ung item walang damge thank you sa seller, Kay kuya rider at sa SHOPEe. maraming salamat. Godbless.",1
madali sya malobat. ok sana kung pwede din gumana habang nakasaksak. try ko ayan hanggang ngayon di pa din sya tpos mashake,0
"Dami ko inorder dito Un 4 in 1 king size, 2 sets inorder ko okay naman Wag lang masyado magexpect na sobrang kamukha ng nasa picture. Tapos un cover ng mattress parang kumot lang di talaga siya bedsheet. Pero natuwa ako sa pillow case kasi siya un tipong secure un unan sa loob un di masyado maluwag na lalabas na kaluluwa Un duvet cover okay din",1
I ordered 5 ocean essential pero ang dumating 5 mint. Tried to message the seller pero hindi nagrereply and ilang araw na lumipas. Ayaw magtake ng responsibility?,0
Dumating naman nag maaga PERO PAG BUKAS KU ISANG TAKIP BASAG NA BASAG. Maganda po ang products I appreciate except talaga sa NA BASAG NA TAKIP,0
"Gumagana sya peruu Am bilis nya ma lowbat super! nag charge ako kasi 2 percent nlng ako tapos na matay sya 10 percent lng yung cp ko pag ka kita ko, so Bumili ako cause i thought maganda yung quality nya at tatagal but maganda lng pala sa labas, Take note, Don' t judge the book by it' s cover",0
Diko alam kung anong kulay tong binigay mo! I ordered 4 pcs dahil akala ko army green. Pls inform ur customer before shipping. zero star!,0
good working product. well packaged naman pero nayuyupi pa rin ang box. kung maayos sana tlg ang box e bbili ako marami.,1
Inabot ng 3 days before na ship 1- 2 days lang na received ko na sya Super secured ng package nila dahil sa bubble wrap Random color sila so inexpect ko na green or blue makuha ko pero Ang saya nung nakuha ko na Pink Worth it naman pag hihintay tysm po sa uulitin.,1
Hindi sya namamatay yung ilaw kahit walang tao. Kaya tuloy mabilis lang humina yung ilaw nya. Pero try ko sya naka on sa umaga kung ganon pa rin ba kalalabasan. Kaso di ko pa ma charge sa araw o mababad sa araw kasi walang sikat ng araw.,1
Nag lalatch yu g cover ng charger buti na lng gumagana siya. Sealed din.,1
That' s photo is no ralated to order but sobrang ganda po nya btw sinuot Ng kapatid ko dinaman sa kanya pero salamat seller Ang ganda po super sa uulitin,1
Putol po yung item pagkarecieve ko. Be careful next time when packaging na lang po. Thank,0
Mali kulay pinadala at mabilis malobat need mo pa siya mayat maya pindutin hays,0
Mali nmn yung isa navy blue dapat black ang pina dala tssssk!,0
"I bought this online kasi wala ko. makitang ganiyo sa grocery. Sarap gamitin, ang lamig. Sana lagi kayong may sale.",1
Ang bilis malobat ng ilaw ndi maganda sayang lng pera ko dto ndi tumatagal ung ilaw,0
Nice quality sulit na sulit po pera niyo. If you want BOTAK SHORTS Dito na po kayo bumili proven na po,1
Sakto lang medyo mabilis naman ang delivery. Mura lang so goods ako dito. So ayan mermaid color talaga sya,1
"Karamihan sa kanya ay gawa sa plastic na medyo manipis? Kaya hindi ako sure kung matibay ba ito, pero sana mag tagal. Maganda naman siya, good for it' s cheap price kaya wag po tayo mag expect ng quality na pang original. Overall, maganda po ang item. Lukot lukot lang ang box pero well secured naman.",1
Goods siya. kaso pag open ko bukas na ung lalagyan nung shoes at ung balot parang sinilip ata,1
Poor quality. Sana may mga rolled paper sa loob para Hindi parang yupi Yung product. May mga stains pa at kulang Yung binigay na seller. Sayang Pera,0
"Dito na ko sa shopee bumili kasi mas mahal sa watsons So far, goods sya sakin. Sana mag tuloy- tuloy.",1
Ayos naman naka secured talga kaso ung shuttlecock plastic pls nexttime namn pakiayos pero thankyou padin sobrang ganda,1
"Natanggap ang item, magandang kalidad, hindi makapaghintay na gamitin ito sa susunod. Ang materyal ay anti- aging, lalo na matibay, madaling i- install at napakalakas. Magandang kalidad, malakas na lakas ng makunat, makatitiyak na bumili! magrekomenda!",1
"White order black dumating, sana kinancel nalng kng wala ang desired order ng customer dami pa naman sanang ibang seller.",0
"Pangbata yung size, di sya kamuka sa pic. Sobrang nipis din.",0
Walang Metal hole yung sa shoelace. madali masisira agad. Nka lagay sa ads meron kang makikita na metal hole to support th shoelace Kaka dissappoint naman seller,0
Excited pa naman akong makuha ang parcel tapos 2 item lang pala laman 3 item ang inorder ko speaker pa talaga wala nagtiwala ako kasi maganda reviews nyo haaayst nakakadismaya,0
"Hindi sakto pinadala Ng color Nakaka disappointed talaga Inorder ko isa² pinadala dalawang pink at black Ng inorder ko isang pink, isang black, isang caramel, at green.",0
first time ko mag rate ng 2 star po sa totoo lang for what pa po na my mga color selection kung hindi din naman po susundin okay lang po sana kung mag uupdate si seller ng changed of color pero ni HA or ni HO wala nakakasama lang ng loob na nagbabayad kami ng tama pero yung item MALI MALI!,0
Sobrang ganda huhu. Will surely order again thank youu! hindi nyo ko binigo.,1
"Trinay ko na working well sya im not expecting it will last longer as long it serves its purpose, wag na masyado mag reklamo mga sesh kse mura na yan Handle your expectations kung gsto nyo long lasting order kau yung mahal ok Thanks seller godless",1
Mukhang Legit naman sya. sana hindi agad madaling malowbat pag ginamit ko mamaya. my charge na din sya. Salamat.,1
2nd time ko na nag order dito at ang mura ng items kesa sa mga milktea shop na malapit samin haha maganda madami iorder para sulit coins,1
Hindi blendable May amoy. Mabango pero ayaw ko sa mga product na maamoy kase grabe ang chemical. Worth it naman mo po,1
Good na good Po cya Ang Ganda subra Ang liit niya 4 inches lang ka laki pero okay na okay Po salamat po,1
Di nagana ung solar kahit ibilad mo ng ilang beses sa araw. Pinalitan ko ng battery ayun gumana. defective ung mga battery ni solar! Oh tignan nio mag cocoment pa si seller jan copy paste nman ang ginagawa.,0
Wala hnd rin tlga ngamit ang microphone. salamat seller.,0
"Thank you seller Ang ganda talaga nitong design na to, lakas makabata Cute nung design n' ya. what you see is what you get, hindi makapal yung tela pero malambot naman yung texture. Mabilis din naship at nadeliver naman agad dito God Bless.",1
Ang ganda nagustohan ng asawa ko salamat shopee and seller oorder ako ulit.,1
sira ung hdmi cord na nakuha ko pero gumagana naman ang tv box. kaso mabagal. hindi kase totoo ang specs nya. wag kayo umasa na 8gb ram at 128gb rom o kung ano pa man kase ang totoo 1gb ram at 8gb rom lang yan at android version nya nougat. Hindi totoong 5G to. 2. 4g pang nasasagap.,0
"Disappointing! Incoming sound ok lng but outgoing nya really bad, nagrereklamo mga kausap q my umuugong dw at mahina dating ng boses q unlike pg palit q wired earphone nagkakarinigan kmi mbuti. Blis rin malow bat. D sulit! Seller pg my inquiries sa pg order bilis rply pag sa complaints dedma na.",0
Maganda sana kaso madali lang ma lowbat kanina PAg dating mga 75 pa yon tapos nung PAg try ko sa cp ko 1% lang yong na dagdag tapos Patay na agad,0
Sobrang nakakadismaya to 4blades sa vid na nakita ko then nung damating 2 blades. ok lang sana if nakaka blend talga kaso hindi 5mins din yung tinagal ng kaka blend ko walang nangyare,0
Ang alam ko po red ang order ko. blue ang dumating. ok nman ang item. d ko pa subok. 1 start kc ngpili pa ako ng kulay kung fu nman pala masususnod di ba?,0
